"","1706784_MW112_HPC5_1_S86_L003","1706785_MW112_HPC5_2_S87_L003","1706786_MW112_HPC5_3_S88_L003","SRR908270_RNAseq_HPC7","SRR908271_RNAseq_HPC7","treatment_mean","control_mean","logFC"
"ENSMUSG00000000708",161.022568858322,143.677306500448,132.794937251553,287.196380334327,302.130251869896,294.663316102111,145.831604203441,1.00979272580563
"ENSMUSG00000000711",9114.27779926853,9041.14520853581,8365.15998562816,3610.74386584531,3739.86385060156,3675.30385822344,8840.19433114416,-1.26598525734934
"ENSMUSG00000000724",3.79394318764152,6.51878832770382,1.93595642863702,8.48150257407448,10.3657398591201,9.4236212165973,4.08289598132745,1.03613395171481
"ENSMUSG00000000730",145.364202351965,160.105192676088,147.086424711097,0,0,0,150.85193991305,-7.24652152886989
"ENSMUSG00000000731",22.9543174808609,19.6434190464874,18.1644772194886,15.5401819707991,34.4016873376131,24.9709346542061,20.2540712489456,0.289158717236716
"ENSMUSG00000000732",375.152804088154,385.254963871431,380.447777700101,23.3394986146735,21.4793614609164,22.409430037795,380.285181886562,-4.02570874993122
"ENSMUSG00000000738",1006.62506297785,1146.68776038514,1155.81226268218,474.894719791408,448.836407925039,461.865563858223,1103.04169534839,-1.25412951959341
"ENSMUSG00000000739",0,0,0,0,1.87194929038041,0.935974645190207,0,0.953060058243766
"ENSMUSG00000000740",37716.5066669761,40804.340180285,40653.5006257193,66619.7354314025,76122.1762349912,71370.9558331968,39724.7824909935,0.845281670690837
"ENSMUSG00000000743",2641.90509912386,2749.02011024466,2730.88547438203,1229.54614470336,1178.4334153278,1203.98978001558,2707.27022791685,-1.168350786003
"ENSMUSG00000000751",8853.50417287801,9433.20152965106,8996.42855190084,7218.10165676777,5780.56524907663,6499.3334529222,9094.37808480997,-0.484619883213936
"ENSMUSG00000000753",110.723859960363,112.656003472678,102.357674614108,462.74300653242,669.423793699246,566.083400115833,108.57917934905,2.3715872215047
"ENSMUSG00000000759",2527.54446114072,2677.08277629499,2420.23095143423,5117.79688236323,5442.10337696488,5279.95012966406,2541.61939628998,1.05448199574034
"ENSMUSG00000000766",25.1991196183544,17.7588336004833,20.8388182287203,1.94351000927509,2.66269562895432,2.30310281911471,21.2655904825193,-2.75292208879659
"ENSMUSG00000000776",740.954941920574,778.204695811651,773.927695123568,1693.60179226952,1210.1602153525,1451.88100381101,764.362444285264,0.924701529907872
"ENSMUSG00000000782",166.934307691184,191.260845833928,164.638235605149,3.18303286134804,4.78433200909546,3.98368243522175,174.277796376753,-5.13628730006368
"ENSMUSG00000000787",5920.45668551501,5314.60066331138,5256.90666502956,3238.87318986905,2523.17391777738,2881.02355382321,5497.32133795199,-0.931909098395879
"ENSMUSG00000000791",570.053553382783,526.868679146902,532.620969604353,56.3939734579918,42.3095378289754,49.3517556434836,543.181067378013,-3.43397277711313
"ENSMUSG00000000792",3.1846200942145,1.15460637360779,1.98442998749633,17.049682472512,45.1422748911981,31.095978681855,2.10788548510621,3.36838730133921
"ENSMUSG00000000794",0,0,0,0,0,0,0,0
"ENSMUSG00000000804",170.949952135341,150.500611513953,149.88549816869,158.130134241554,185.075837685534,171.602985963544,157.112020605995,0.126510368757279
"ENSMUSG00000000805",0,0,0,0,0,0,0,0
"ENSMUSG00000000811",410.130929997882,414.016405377054,327.983655238994,643.2078093426,465.964479064504,554.586144203552,384.043663537977,0.528988565156362
"ENSMUSG00000000817",1.07346708461451,0.777996246550858,0,6.92252485054895,3.19368164586347,5.05810324820621,0.617154443721789,1.90540869853331
"ENSMUSG00000000823",520.066537275482,534.237017277649,568.909676994222,881.479813271505,789.502109457945,835.490961364725,541.071077182451,0.62586791907765
"ENSMUSG00000000826",4777.2609683985,4685.81063825529,4586.19635642012,3642.92995426324,4046.12192709028,3844.52594067676,4683.08932102464,-0.284587662276502
"ENSMUSG00000000827",2169.7610528825,2221.79825479688,2447.1434621382,1102.14907913186,858.557231470992,980.353155301425,2279.5675899392,-1.21654861706118
"ENSMUSG00000000838",6521.37757445962,6167.48028294887,5469.51746881781,6082.2812023091,4337.93564344392,5210.1084228765,6052.79177540877,-0.216248781520482
"ENSMUSG00000000861",952.009990749861,981.54850671888,952.657295853782,5391.6412575754,4843.14788326871,5117.39457042206,962.071931107508,2.40997590616325
"ENSMUSG00000000869",48.7349563593176,34.5191851642899,49.2438506330917,6.85423553837923,82.6706707789609,44.7624531586701,44.1659973855664,0.0189273241370953
"ENSMUSG00000000876",831.36776525765,828.899321540259,862.57775437737,783.055274541108,894.51646274052,838.785868640814,840.94828039176,-0.0037101017786365
"ENSMUSG00000000881",336.892564281884,369.032289984338,289.53805584322,6058.75820721959,5686.39599901984,5872.57710311971,331.820970036481,4.1414211542444
"ENSMUSG00000000884",163.530561513129,179.792664479181,196.536797140265,204.432334354088,155.678055005526,180.055194679807,179.953341044191,0.000811824718898134
"ENSMUSG00000000889",0,0,0,0,0,0,0,0
"ENSMUSG00000000901",6.839495890174,11.8518010067751,11.7038368569453,84.7990519992191,96.633230496351,90.7161412477851,10.1317112512981,3.0425002662369
"ENSMUSG00000000902",3222.45863808173,3447.9609094734,3309.38009400949,4745.90151228063,4489.35375872106,4617.62763550085,3326.59988052154,0.472982267035901
"ENSMUSG00000000903",0,0,0,0,0,0,0,0
"ENSMUSG00000000915",528.628133367486,541.473304693995,592.98089645098,77.1771191944231,36.4907225258283,56.8339208601257,554.36077817082,-3.26343747348714
"ENSMUSG00000000916",343.511272633642,363.933165265468,414.771276048594,399.950451811826,376.296554198732,388.123503005279,374.071904649234,0.0530609218154101
"ENSMUSG00000000934",435.231412875982,493.594224717331,445.504532192926,195.124143852081,182.305340906761,188.714742379421,458.110056595413,-1.27500824171904
"ENSMUSG00000000938",0,0,0,0,0,0,0,0
"ENSMUSG00000000942",4.195108028507,5.69628640078189,10.1564446620743,96.3369358352905,92.6005209440383,94.4687283896644,6.68261303045438,3.63535925051008
"ENSMUSG00000000948",0,5.95573551655597,1.02285706294384,9.75428080330621,9.2992905589958,9.526785681151,2.32619752649993,1.66211923065417
"ENSMUSG00000000957",0.531298261026913,0.577894236108723,1.98560077581806,0,1.74382118115849,0.871910590579245,1.03159775765123,-0.118103258633718
"ENSMUSG00000000958",264.646228123873,270.014724747567,236.290097758555,5.80221372708874,5.30989551215191,5.55605461962032,256.983683543331,-5.29830813967438
"ENSMUSG00000000959",4044.22822288332,4441.24388761234,4141.97367351172,6279.95561722139,6991.84226101118,6635.89893911629,4209.14859466913,0.65663815305526
"ENSMUSG00000000976",327.740817071559,290.61359100286,338.879625508895,399.76586074432,514.379502475296,457.072681609808,319.078011194438,0.517152956807335
"ENSMUSG00000000982",799.870413663543,975.642385698584,862.234829567155,39.7825924358612,180.569099564792,110.175846000327,879.249209643094,-2.98506864370465
"ENSMUSG00000000983",2.52913492414047,5.46334184584916,7.25753038307668,0,0,0,5.08333571768877,-2.6048626236214
"ENSMUSG00000001014",28.6615808479305,21.3602179117441,22.8209448562078,138.291868943708,74.6583777046737,106.475123324191,24.2809145386275,2.08788220661469
"ENSMUSG00000001016",8409.3334019377,9281.33178108869,8416.30210260157,8736.66610032485,7565.49411753099,8151.08010892792,8702.32242854265,-0.0943980155386132
"ENSMUSG00000001017",6388.82695247871,6846.9104882694,6675.62420997069,7418.71309172082,4760.0465826891,6089.37983720496,6637.1205502396,-0.124242622283913
"ENSMUSG00000001018",2160.54611752703,2313.27731590345,2134.79274448896,1574.39426144743,1201.40656717678,1387.90041431211,2202.87205930648,-0.666097313811423
"ENSMUSG00000001020",8776.54061767354,9995.27753431819,8993.98397093185,80.2558205854101,43.4060335492289,61.8309270673195,9255.26737430786,-7.20281186102588
"ENSMUSG00000001021",1.59231004710725,0,1.98442998749633,0,0,0,1.19224667820119,-1.13241014382507
"ENSMUSG00000001023",52.3409936603822,59.8360040314449,43.3769509639131,9.65673002524012,3.54307243751551,6.59990123137781,51.8513162185801,-2.79788682672138
"ENSMUSG00000001025",4022.70594900862,4482.18194234545,4310.18193284203,1.89440916361244,5.20872402590747,3.55156659475995,4271.6899413987,-9.87456572349233
"ENSMUSG00000001027",3.02429166326179,4.185080282254,4.11451943760795,0.984431316514619,2.70297144560822,1.84370138106142,3.77463046104125,-0.747619103579219
"ENSMUSG00000001029",2435.96599872091,2831.05153291582,2634.56237769624,3261.95266622347,2809.73221437651,3035.84244029999,2633.85996977766,0.204845767929322
"ENSMUSG00000001034",62.5818157996446,67.677762433086,80.2024961322189,0,0,0,70.1540247883165,-6.15287345919948
"ENSMUSG00000001036",3.8018438784415,8.06488943127807,7.17837479142448,2.44239565283524,8.81790815018622,5.63015190151073,6.34836936704801,-0.148382221696559
"ENSMUSG00000001039",4.99468809033817,2.99115937200103,4.42361919772934,0,0,0,4.13648888668951,-2.36078252349523
"ENSMUSG00000001052",816.877245532639,820.728384548654,891.895152223253,1460.28856889298,1356.31251226709,1408.30054058004,843.166927434849,0.739379092623859
"ENSMUSG00000001053",244.461515061012,221.965248071068,241.084567066262,28.5035346721368,23.2677481184851,25.885641395311,235.837110066114,-3.13898736024267
"ENSMUSG00000001054",1098.10785880017,1169.57153339655,1145.14806751447,653.218483503306,590.94932876053,622.083906131918,1137.60915323706,-0.869774244074753
"ENSMUSG00000001056",2933.7687352592,3309.72271710615,3254.6786645777,5400.68575902362,3183.53949238143,4292.11262570253,3166.05670564769,0.438881322183269
"ENSMUSG00000001062",564.037788083266,557.087659376846,625.152431513926,1036.1855235452,1456.08840260737,1246.13696307629,582.09262632468,1.09682292957421
"ENSMUSG00000001065",262.069757828092,262.602087287103,263.084668783768,183.7223146041,207.779340653029,195.750827628565,262.585504632987,-0.421901329933404
"ENSMUSG00000001076",0,1.15460637360779,0,1.89440916361244,5.20872402590747,3.55156659475995,0.384868791202597,1.7166138939274
"ENSMUSG00000001082",2034.63478590708,2079.68867001105,2284.34261454954,3121.09424197197,3015.94818570797,3068.52121383997,2132.88869015589,0.524528717565022
"ENSMUSG00000001089",1205.07179560982,1209.54656001689,1032.80322566435,1338.01942778371,1291.84861652222,1314.93402215296,1149.14052709702,0.194277013447678
"ENSMUSG00000001095",60.5077817900755,75.0494142845064,68.4628345686233,3.78881832722488,0,1.89440916361244,68.0066768810684,-4.57539517381022
"ENSMUSG00000001098",795.006427771357,799.571745737388,854.728027530376,633.622704546214,662.612229383921,648.117466965067,816.435400346374,-0.332625145050956
"ENSMUSG00000001100",1559.68141864762,1652.77773457768,1629.68386742501,1746.25464929934,1443.30914154766,1594.7818954235,1614.0476735501,-0.0173132678242088
"ENSMUSG00000001103",1.55597938352435,1.77338221584138,0.970018456792502,0,0,0,1.43312668538608,-1.28281143890358
"ENSMUSG00000001105",1579.0330490547,1652.94032299645,1706.01247148863,1457.90046721525,1102.55867144426,1280.22956932976,1645.99528117992,-0.36230742221273
"ENSMUSG00000001119",0,0,0,0,1.03554769825139,0.517773849125693,0,0.601956842762077
"ENSMUSG00000001120",0,0.429874668758607,0,0,0,0,0.143291556252869,-0.193193359040206
