"target_id","pval","qval","ext_gene","num_aggregated_transcripts"
"ENSMUSG00000009585",2.20637380165282e-45,3.37751701557014e-41,"Apobec3",17
"ENSMUSG00000027620",2.47044274738081e-42,1.89087687884527e-38,"Rbm39",23
"ENSMUSG00000024392",3.49271834552593e-41,1.78221774777703e-37,"Bag6",17
"ENSMUSG00000024851",1.30325271448586e-39,4.98754813833738e-36,"Pitpnm1",11
"ENSMUSG00000021417",1.96791944044099e-38,6.02498215885413e-35,"Eci2",10
"ENSMUSG00000021546",2.82159133137647e-37,7.19882001678516e-34,"Hnrnpk",22
"ENSMUSG00000015165",6.80434488304689e-37,1.48801302099546e-33,"Hnrnpl",14
"ENSMUSG00000025877",3.51768052277431e-36,6.0193472801394e-33,"Hk3",7
"ENSMUSG00000022106",3.5389420904922e-36,6.0193472801394e-33,"Rcbtb2",21
"ENSMUSG00000001909",1.786670076177e-32,2.73503455261176e-29,"Trmt1",24
"ENSMUSG00000016495",5.6200074533838e-32,7.82100673603629e-29,"5033414D02Rik",10
"ENSMUSG00000018501",2.20176685050121e-31,2.80872057895605e-28,"Ncor1",22
"ENSMUSG00000032946",3.97026301177742e-31,4.67513739879144e-28,"Rasgrp2",17
"ENSMUSG00000021111",6.28745500169552e-31,6.87488294042536e-28,"Papola",15
"ENSMUSG00000005610",1.7428932464919e-30,1.72120660445943e-27,"Eif4g2",15
"ENSMUSG00000021910",1.7990139581494e-30,1.72120660445943e-27,"Nisch",18
"ENSMUSG00000029022",2.51184201324782e-30,2.26183985522339e-27,"Miip",8
"ENSMUSG00000028207",3.3401213216052e-30,2.84058762172958e-27,"Asph",13
"ENSMUSG00000027684",6.9716550532409e-30,5.61695239763219e-27,"Mecom",14
"ENSMUSG00000031389",1.31657321733383e-29,1.00770514054731e-26,"Arhgap4",17
"ENSMUSG00000042625",6.35775138498317e-29,4.63449800958678e-26,"Safb2",17
"ENSMUSG00000022185",2.33498524846848e-28,1.62472519016161e-25,"Acin1",23
"ENSMUSG00000031328",6.65673668278934e-28,4.43049239739736e-25,"Flna",10
"ENSMUSG00000028064",1.26865715426197e-27,8.09191821560095e-25,"Sema4a",12
"ENSMUSG00000064215",1.34516459944649e-27,8.23671187533077e-25,"Ifi27l1",9
"ENSMUSG00000022884",1.62086557335961e-27,9.54315776807265e-25,"Eif4a2",21
"ENSMUSG00000044037",1.73208662338559e-27,9.8202896410321e-25,"Als2cl",7
"ENSMUSG00000027405",3.70877305559592e-27,2.02763921196651e-24,"Nop56",17
"ENSMUSG00000024949",3.96323430114842e-27,2.09204105799931e-24,"Sf1",12
"ENSMUSG00000043962",5.43926114430941e-27,2.77547365323628e-24,"Thrap3",15
"ENSMUSG00000007029",5.81852198401388e-27,2.80077683777e-24,"Vars",12
"ENSMUSG00000032596",5.8547725900601e-27,2.80077683777e-24,"Uba7",14
"ENSMUSG00000007850",1.85119420228292e-26,8.58729722683241e-24,"Hnrnph1",15
"ENSMUSG00000032786",5.93201255362965e-26,2.67080141679302e-23,"Alas1",8
"ENSMUSG00000029823",6.15040367282457e-26,2.69001084067424e-23,"Luc7l2",14
"ENSMUSG00000017664",7.35915985641391e-26,3.12927830783289e-23,"Slc35c2",11
"ENSMUSG00000025261",1.6868457237633e-25,6.9789822538834e-23,"Huwe1",17
"ENSMUSG00000024677",1.88744688759761e-25,7.60343077772215e-23,"Ms4a6b",4
"ENSMUSG00000039997",2.96346813876851e-25,1.16319923764791e-22,"Ifi203",9
"ENSMUSG00000030720",3.32922524991402e-25,1.2740945031421e-22,"Cln3",16
"ENSMUSG00000029064",3.7541648472098e-25,1.37501539383084e-22,"Gnb1",9
"ENSMUSG00000074604",3.77257947092338e-25,1.37501539383084e-22,"Mgst2",9
"ENSMUSG00000025915",4.3078421503924e-25,1.53359180553969e-22,"Sgk3",4
"ENSMUSG00000027940",6.68741452718247e-25,2.3266123086843e-22,"Tpm3",14
"ENSMUSG00000025647",1.33188875105911e-24,4.53078955582509e-22,"Shisa5",15
"ENSMUSG00000039109",1.562085882444e-24,5.19835014966365e-22,"F13a1",5
"ENSMUSG00000034593",2.34813734046949e-24,7.64793327827809e-22,"Myo5a",10
"ENSMUSG00000024948",2.50709194622811e-24,7.99553406517916e-22,"Map4k2",17
"ENSMUSG00000021281",3.37615407204223e-24,1.0547380925474e-21,"Tnfaip2",10
"ENSMUSG00000026553",3.55470898459681e-24,1.08830970272416e-21,"Copa",11
"ENSMUSG00000026222",3.79120165278343e-24,1.1379551941335e-21,"Sp100",13
"ENSMUSG00000040940",5.01526140074821e-24,1.47641579851257e-21,"Arhgef1",14
"ENSMUSG00000017210",5.551224960969e-24,1.60336135287761e-21,"Med24",10
"ENSMUSG00000042349",9.81986901738473e-24,2.78375101700232e-21,"Ikbke",7
"ENSMUSG00000019188",1.50605525018638e-23,4.19176250360967e-21,"H13",7
"ENSMUSG00000027067",1.64983061125788e-23,4.50992982091707e-21,"Ssrp1",9
"ENSMUSG00000052752",2.24744445595264e-23,6.03576837398648e-21,"Traf7",25
"ENSMUSG00000031444",2.42906071008996e-23,6.41104506035467e-21,"F10",5
"ENSMUSG00000061232",2.67951096909448e-23,6.95219557879632e-21,"H2-K1",10
"ENSMUSG00000004626",3.2521147644644e-23,8.2972288024035e-21,"Stxbp2",14
"ENSMUSG00000028797",4.19389778836875e-23,1.05246208761228e-20,"2510006D16Rik",17
"ENSMUSG00000060550",4.7571950137166e-23,1.17456679467699e-20,"H2-Q7",4
"ENSMUSG00000024576",4.91239061980476e-23,1.19363294615827e-20,"Csnk1a1",9
"ENSMUSG00000092203",5.01205482854985e-23,1.19882086430377e-20,"1110038B12Rik",8
"ENSMUSG00000040479",5.68197524841294e-23,1.33814887850316e-20,"Dgkz",12
"ENSMUSG00000008668",7.30060930974359e-23,1.69329889869023e-20,"Rps18",10
"ENSMUSG00000020719",7.49762634353063e-23,1.71303976219055e-20,"Ddx5",9
"ENSMUSG00000001986",8.23803937683033e-23,1.85452804088998e-20,"Gria3",8
"ENSMUSG00000031012",8.81636035629321e-23,1.95595426571212e-20,"Cask",6
"ENSMUSG00000028059",9.22593665180775e-23,2.01758054665533e-20,"Arhgef2",22
"ENSMUSG00000024006",9.60579607487137e-23,2.07106375090325e-20,"Stk38",12
"ENSMUSG00000066551",1.22846544845269e-22,2.61185403957136e-20,"Hmgb1",7
"ENSMUSG00000039637",1.25387647333282e-22,2.62936178818887e-20,"Coro7",12
"ENSMUSG00000027829",1.37071910878646e-22,2.83553623206799e-20,"Ccnl1",14
"ENSMUSG00000042272",1.57023391471792e-22,3.20495210220025e-20,"Sestd1",5
"ENSMUSG00000030990",1.76341458331569e-22,3.51044456951269e-20,"Pgap2",19
"ENSMUSG00000006498",1.76577104685444e-22,3.51044456951269e-20,"Ptbp1",13
"ENSMUSG00000039205",1.90249782789192e-22,3.73377394222685e-20,"Ciz1",19
"ENSMUSG00000035969",1.95155090329318e-22,3.78156218071039e-20,"Rusc2",7
"ENSMUSG00000024299",2.02560067258188e-22,3.87598688698543e-20,"Adamts10",11
"ENSMUSG00000058794",3.5245782614309e-22,6.66101778098571e-20,"Nfe2",8
"ENSMUSG00000060261",3.93107205841934e-22,7.33864037442478e-20,"Gtf2i",19
"ENSMUSG00000060743",4.03122249258652e-22,7.43493420680896e-20,"H3f3a",6
"ENSMUSG00000037965",4.70309260824861e-22,8.57082638655591e-20,"Zc3h7a",15
"ENSMUSG00000022216",5.12519473057779e-22,9.23017422772762e-20,"Psme1",10
"ENSMUSG00000066406",5.23604461060843e-22,9.32015940688301e-20,"Akap13",13
"ENSMUSG00000074677",5.3303489009068e-22,9.37896333046911e-20,"Sirpb1c",6
"ENSMUSG00000028649",6.45472400044298e-22,1.1228285795316e-19,"Macf1",14
"ENSMUSG00000040044",6.69363197033812e-22,1.15130469889816e-19,"Orc3",10
"ENSMUSG00000025558",6.80556885794471e-22,1.15755164530464e-19,"Dock9",4
"ENSMUSG00000055436",7.30455238262202e-22,1.22877019640855e-19,"Srsf11",13
"ENSMUSG00000044783",9.17551873427649e-22,1.52672653026418e-19,"Hjurp",9
"ENSMUSG00000028248",1.14944461016702e-21,1.8811629016997e-19,"Sfrs18",11
"ENSMUSG00000066258",1.15514314580462e-21,1.8811629016997e-19,"Trim12a",6
"ENSMUSG00000057729",1.39026757251504e-21,2.24023326316423e-19,"Prtn3",6
"ENSMUSG00000043411",1.5278187722084e-21,2.43623435051732e-19,"Usp48",13
"ENSMUSG00000026103",1.57206689556042e-21,2.48094845744731e-19,"Gls",13
"ENSMUSG00000026201",1.85030555713423e-21,2.89025280291947e-19,"Stk16",10
"ENSMUSG00000028960",1.95027914083791e-21,3.01564374625725e-19,"Ube4b",7
"ENSMUSG00000074129",2.2532538339867e-21,3.42849585618387e-19,"Rpl13a",9
"ENSMUSG00000005442",2.26207265138862e-21,3.42849585618387e-19,"Cic",13
"ENSMUSG00000000631",2.4269466922684e-21,3.63908420609074e-19,"Myo18a",15
"ENSMUSG00000039671",2.44856070830511e-21,3.63908420609074e-19,"Zmynd8",15
"ENSMUSG00000064068",2.79794115996248e-21,4.09486019327536e-19,"Mtx1",13
"ENSMUSG00000021156",2.81620230667383e-21,4.09486019327536e-19,"Zmynd11",15
"ENSMUSG00000039656",2.83547936038142e-21,4.09486019327536e-19,"Rxrb",10
"ENSMUSG00000037370",3.46862150324637e-21,4.93136465510284e-19,"Enpp1",5
"ENSMUSG00000078812",3.47914412562782e-21,4.93136465510284e-19,"Eif5a",12
"ENSMUSG00000018820",3.98392965642579e-21,5.59504542940973e-19,"Zfyve27",8
"ENSMUSG00000060601",4.09544820254077e-21,5.69937464404492e-19,"Nr1h2",11
"ENSMUSG00000029647",4.95170648611939e-21,6.82889395401041e-19,"Pan3",15
"ENSMUSG00000027478",7.14339042623232e-21,9.76348398613967e-19,"Dnmt3b",7
"ENSMUSG00000003038",7.4793989540958e-21,1.01322689548052e-18,"Hmgn2",11
"ENSMUSG00000009079",9.42303523133482e-21,1.26533178351994e-18,"Ewsr1",12
"ENSMUSG00000059208",9.72774578742296e-21,1.2948898479467e-18,"Hnrnpm",8
"ENSMUSG00000024186",9.84822915029857e-21,1.29962665373078e-18,"Rgs11",8
"ENSMUSG00000071337",1.01453373526354e-20,1.327391659779e-18,"Tia1",19
"ENSMUSG00000006154",1.3369679751583e-20,1.73443269184096e-18,"Eps8l1",7
"ENSMUSG00000000131",1.35437840829577e-20,1.74225417430183e-18,"Xpo6",11
"ENSMUSG00000078765",1.4353371880568e-20,1.83101180623113e-18,"U2af1l4",19
"ENSMUSG00000011257",1.5606400863234e-20,1.9744031769784e-18,"Pabpc4",7
"ENSMUSG00000068921",1.62437751084444e-20,2.03819433901694e-18,"Dap3",12
"ENSMUSG00000029687",1.77387530607806e-20,2.20768155979211e-18,"Ezh2",13
"ENSMUSG00000001082",1.95142578939542e-20,2.40906661161815e-18,"Mfsd10",14
"ENSMUSG00000020167",2.23199191334618e-20,2.73338657676026e-18,"Tcf3",11
"ENSMUSG00000028289",2.26302476540953e-20,2.74939548483247e-18,"Epha7",6
"ENSMUSG00000033538",2.79933256823626e-20,3.34867514351011e-18,"Casp4",6
"ENSMUSG00000014418",2.80004192820287e-20,3.34867514351011e-18,"Hps5",13
"ENSMUSG00000027639",3.08602725918745e-20,3.66208568090244e-18,"Samhd1",11
"ENSMUSG00000003068",3.58509936288235e-20,4.221592388231e-18,"Stk11",9
"ENSMUSG00000021196",3.71623295077427e-20,4.34260259621775e-18,"Pfkp",12
"ENSMUSG00000057113",4.09042623730974e-20,4.74365491217709e-18,"Npm1",6
"ENSMUSG00000020614",4.24881067416468e-20,4.8902852481288e-18,"Fam20a",4
"ENSMUSG00000022255",4.75340328097017e-20,5.43023115112622e-18,"Mtdh",10
"ENSMUSG00000022148",4.7947187298083e-20,5.43685587525226e-18,"Fyb",8
"ENSMUSG00000073411",4.88520343681167e-20,5.47959709531277e-18,"H2-D1",5
"ENSMUSG00000027506",4.90400314905833e-20,5.47959709531277e-18,"Tpd52",8
"ENSMUSG00000021557",6.01099442824939e-20,6.66784802229287e-18,"Agtpbp1",13
"ENSMUSG00000027523",6.60772141554869e-20,7.27705031864887e-18,"Gnas",13
"ENSMUSG00000034377",6.66643654186452e-20,7.28927218449014e-18,"Tulp4",9
"ENSMUSG00000029713",7.62109653381557e-20,8.27402452054247e-18,"Gnb2",13
"ENSMUSG00000037805",8.28350125559357e-20,8.9298476915934e-18,"Rpl10a",7
"ENSMUSG00000027333",8.68307342288006e-20,9.29513901800335e-18,"Smox",9
"ENSMUSG00000026335",9.17654113428658e-20,9.75517303358743e-18,"Pam",8
"ENSMUSG00000025142",9.39960696974702e-20,9.92339196502671e-18,"Aspscr1",15
"ENSMUSG00000034252",1.02042907206166e-19,1.06991289281644e-17,"Senp6",13
"ENSMUSG00000028809",1.15967821044676e-19,1.20764313234823e-17,"Srrm1",14
"ENSMUSG00000028677",1.29466693933677e-19,1.33910550725454e-17,"Rnf220",11
"ENSMUSG00000024053",1.50555713135641e-19,1.54678312528886e-17,"Emilin2",3
"ENSMUSG00000034729",1.62291179239362e-19,1.65623558119743e-17,"Mrps10",9
"ENSMUSG00000041354",1.64888263664211e-19,1.67159572196804e-17,"Rgl2",11
"ENSMUSG00000020160",1.69849705669264e-19,1.71056532525335e-17,"Meis1",6
"ENSMUSG00000036452",1.86332168829287e-19,1.86429597414296e-17,"Arhgap26",6
"ENSMUSG00000005575",1.9219250746464e-19,1.91044344433033e-17,"Ube2m",7
"ENSMUSG00000064246",1.94624418374355e-19,1.9221358686933e-17,"Chi3l1",6
"ENSMUSG00000068039",2.02507244111803e-19,1.98716723901505e-17,"Tcp1",9
"ENSMUSG00000029328",2.72163998707765e-19,2.65368566383342e-17,"Hnrpdl",8
"ENSMUSG00000035086",2.80821944745349e-19,2.72077362668468e-17,"Becn1",12
"ENSMUSG00000037742",2.8674167512595e-19,2.76065507096103e-17,"Eef1a1",8
"ENSMUSG00000021000",3.92860530549881e-19,3.75869312603599e-17,"Ctage5",12
"ENSMUSG00000038884",4.54149422280151e-19,4.31808655668605e-17,"A230050P20Rik",5
"ENSMUSG00000026034",4.85590096412747e-19,4.58852666412736e-17,"Clk1",11
"ENSMUSG00000044456",5.09438843352181e-19,4.78434957916269e-17,"Rin3",7
"ENSMUSG00000015656",5.17672179375118e-19,4.83202787919165e-17,"Hspa8",7
"ENSMUSG00000029622",5.71695499835274e-19,5.3039483099869e-17,"Arpc1b",10
"ENSMUSG00000093674",5.81137555274023e-19,5.35906849164744e-17,"Rpl41",7
"ENSMUSG00000001127",6.36556709703644e-19,5.83497611505591e-17,"Araf",9
"ENSMUSG00000017760",6.59846936718754e-19,6.01246244481588e-17,"Ctsa",13
"ENSMUSG00000070425",6.70719440688908e-19,6.07536875625196e-17,"Trpc2",13
"ENSMUSG00000027593",6.75244735196648e-19,6.08038023905311e-17,"Raly",8
"ENSMUSG00000006333",6.92852906237477e-19,6.20245163080894e-17,"Rps9",9
"ENSMUSG00000019254",7.34113472815589e-19,6.53360990805874e-17,"Ppp1r12c",12
"ENSMUSG00000004952",7.60352868649602e-19,6.72802411172723e-17,"Rasa4",9
"ENSMUSG00000042289",7.7199779382683e-19,6.74637480415853e-17,"Hsd3b7",10
"ENSMUSG00000009376",7.74993614881496e-19,6.74637480415853e-17,"Met",4
"ENSMUSG00000029478",7.75648004658938e-19,6.74637480415853e-17,"Ncor2",11
"ENSMUSG00000031314",8.00587902271551e-19,6.92395458077565e-17,"Taf1",6
"ENSMUSG00000028245",8.42753848336641e-19,7.24768309569511e-17,"Nsmaf",9
"ENSMUSG00000049659",8.70173366869428e-19,7.44168374303754e-17,"Aftph",7
"ENSMUSG00000063193",9.03566805006834e-19,7.68433369502478e-17,"Cd300lb",4
"ENSMUSG00000030846",9.59336062591493e-19,8.11354499787324e-17,"Tial1",9
"ENSMUSG00000061887",9.6670230888979e-19,8.13092249696973e-17,"Ssbp3",9
"ENSMUSG00000030707",9.77315308648506e-19,8.17526925944881e-17,"Coro1a",10
"ENSMUSG00000028163",1.10577534739586e-18,9.19957011844336e-17,"Nfkb1",7
"ENSMUSG00000038406",1.12689191253476e-18,9.28617107552718e-17,"Scaf1",8
"ENSMUSG00000035929",1.12831710220019e-18,9.28617107552718e-17,"H2-Q4",4
"ENSMUSG00000008682",1.21025646890927e-18,9.90727594976637e-17,"Rpl10",11
"ENSMUSG00000001441",1.27383139922199e-18,1.03722399251544e-16,"Npepps",14
"ENSMUSG00000020484",1.30082604988556e-18,1.05360027363217e-16,"Xbp1",6
"ENSMUSG00000022680",1.45399870850715e-18,1.17146380156986e-16,"Pdxdc1",11
"ENSMUSG00000031516",1.46532159791058e-18,1.17440539375996e-16,"Dctn6",9
"ENSMUSG00000017677",1.53391768352337e-18,1.22297978642582e-16,"Wsb1",7
"ENSMUSG00000057948",1.63482908970495e-18,1.29668205726443e-16,"Unc13d",8
"ENSMUSG00000089832",1.7305619934909e-18,1.3604762583697e-16,"Shkbp1",11
"ENSMUSG00000056234",1.73303416763843e-18,1.3604762583697e-16,"Ncoa4",7
"ENSMUSG00000026276",1.74590171632778e-18,1.36358487109927e-16,"Sept2",12
"ENSMUSG00000007050",1.82347253374505e-18,1.41693997698321e-16,"Lsm2",8
"ENSMUSG00000031232",1.98108079360946e-18,1.53163559538251e-16,"Magt1",5
"ENSMUSG00000030869",2.04655957354956e-18,1.56687013204978e-16,"Ndufab1",9
"ENSMUSG00000030530",2.04712585843974e-18,1.56687013204978e-16,"Furin",6
"ENSMUSG00000028337",2.17379221860882e-18,1.65538433465622e-16,"Coro2a",6
"ENSMUSG00000023942",2.1843979331105e-18,1.65538433465622e-16,"Slc29a1",11
"ENSMUSG00000022788",2.50416548981817e-18,1.88836282355352e-16,"Fgd4",7
"ENSMUSG00000056888",2.60083460881652e-18,1.9516458917531e-16,"Glipr1",5
"ENSMUSG00000026956",2.68972220153929e-18,2.00850085176407e-16,"Uap1l1",6
"ENSMUSG00000033543",2.78283792796168e-18,2.0679457767591e-16,"Gtf2a2",14
"ENSMUSG00000029470",2.94756142581321e-18,2.17977151238399e-16,"P2rx4",7
"ENSMUSG00000027111",3.07585493958311e-18,2.26371093342011e-16,"Itga6",8
"ENSMUSG00000032366",3.14553210417391e-18,2.30391413639685e-16,"Tpm1",11
"ENSMUSG00000032295",3.28433042494543e-18,2.39412048309831e-16,"Man2c1",18
"ENSMUSG00000036172",3.37509829383169e-18,2.44862581431164e-16,"Cd200r3",9
"ENSMUSG00000026031",3.70828962785414e-18,2.677664982226e-16,"Cflar",12
"ENSMUSG00000023206",3.88888735348587e-18,2.79488674212027e-16,"Il15ra",9
"ENSMUSG00000023764",4.19448974528471e-18,3.0004321972345e-16,"Sfi1",16
"ENSMUSG00000026150",4.22239994044847e-18,3.00634875759931e-16,"Mff",15
"ENSMUSG00000038900",4.4296123577981e-18,3.13928268394321e-16,"Rpl12",7
"ENSMUSG00000021670",4.4583280794687e-18,3.14115620357925e-16,"Hmgcr",11
"ENSMUSG00000041453",4.47329535132138e-18,3.14115620357925e-16,"Rpl21",6
"ENSMUSG00000024050",4.53426441329368e-18,3.16943012048857e-16,"Wiz",8
"ENSMUSG00000002107",4.6725634757439e-18,3.24891858449101e-16,"Celf2",11
"ENSMUSG00000030447",4.70889750097696e-18,3.24891858449101e-16,"Cyfip1",9
"ENSMUSG00000022587",4.71165355211003e-18,3.24891858449101e-16,"Ly6e",3
"ENSMUSG00000047592",4.83936664000833e-18,3.32201903700661e-16,"BC055004",5
"ENSMUSG00000056290",5.05464695900578e-18,3.44115637363621e-16,"Ms4a4b",6
"ENSMUSG00000025283",5.06630399172458e-18,3.44115637363621e-16,"Sat1",7
"ENSMUSG00000058318",5.08035890019456e-18,3.44115637363621e-16,"Phf21a",15
"ENSMUSG00000037458",5.14967681638038e-18,3.47274240991854e-16,"Azin1",6
"ENSMUSG00000020923",5.45963080359193e-18,3.66561527813093e-16,"Ubtf",11
"ENSMUSG00000015937",6.10020542741731e-18,4.06546684629341e-16,"H2afy",8
"ENSMUSG00000053063",6.10829223051663e-18,4.06546684629341e-16,"Clec12a",4
"ENSMUSG00000053754",6.27634763195992e-18,4.15059723746145e-16,"Chd8",11
"ENSMUSG00000019428",6.29042696035444e-18,4.15059723746145e-16,"Fkbp8",11
"ENSMUSG00000011008",6.34804590000713e-18,4.17063891147249e-16,"Mcoln2",5
"ENSMUSG00000067288",6.43670743642199e-18,4.2108169844764e-16,"Rps28",6
"ENSMUSG00000022469",7.14876321643814e-18,4.65673477945681e-16,"Rapgef3",11
"ENSMUSG00000045983",7.30991263369799e-18,4.74153146595969e-16,"Eif4g1",16
"ENSMUSG00000037791",7.51611103872368e-18,4.85471003294439e-16,"Phf12",9
"ENSMUSG00000029177",7.60078796331009e-18,4.88877572026684e-16,"Cenpa",7
"ENSMUSG00000025162",8.33588187942849e-18,5.33914978285738e-16,"Csnk1d",8
"ENSMUSG00000017707",8.8795342308225e-18,5.66366291689295e-16,"Serinc3",3
"ENSMUSG00000039233",9.40363313516186e-18,5.97306290593601e-16,"Tbce",13
"ENSMUSG00000024776",9.52820148736665e-18,6.02717803176069e-16,"Stambpl1",5
"ENSMUSG00000000568",9.6935890260632e-18,6.10656217329117e-16,"Hnrnpd",9
"ENSMUSG00000030795",1.09264138900073e-17,6.85498130443571e-16,"Fus",12
"ENSMUSG00000026927",1.12543734506584e-17,7.03191627684402e-16,"Sdccag3",12
"ENSMUSG00000040928",1.13213160646913e-17,7.04498806171929e-16,"S100pbp",10
"ENSMUSG00000058239",1.35990576876303e-17,8.42811235150788e-16,"Usf2",8
"ENSMUSG00000057110",1.414644219213e-17,8.73200552730345e-16,"Cep110",12
"ENSMUSG00000036402",1.4886454633224e-17,9.15188142672264e-16,"Gng12",7
"ENSMUSG00000006728",1.50184953743424e-17,9.19612508761733e-16,"Cdk4",9
"ENSMUSG00000007570",1.50915151834306e-17,9.20402049513766e-16,"Fance",14
"ENSMUSG00000000384",1.57003780061854e-17,9.53184303302141e-16,"Tbrg4",11
"ENSMUSG00000056071",1.57535686396291e-17,9.53184303302141e-16,"S100a9",2
"ENSMUSG00000031422",1.70757863763042e-17,1.02911865294671e-15,"Morf4l2",12
"ENSMUSG00000028759",1.76272637629052e-17,1.05818883797079e-15,"Hp1bp3",14
"ENSMUSG00000078919",1.77344744233393e-17,1.06046615028312e-15,"Dpm1",9
"ENSMUSG00000020415",1.92660980201349e-17,1.14562671561243e-15,"Pttg1",6
"ENSMUSG00000028249",1.93083154316702e-17,1.14562671561243e-15,"Sdcbp",8
"ENSMUSG00000037336",1.99904148402985e-17,1.18151841843741e-15,"Mfsd2b",5
"ENSMUSG00000000486",2.0718850243083e-17,1.21986215200429e-15,"Sept1",7
"ENSMUSG00000060131",2.10389514501422e-17,1.23266336128675e-15,"Atp8b4",5
"ENSMUSG00000024608",2.10973217048032e-17,1.23266336128675e-15,"Rps14",6
"ENSMUSG00000036054",2.1210382460427e-17,1.23455716617573e-15,"Sugp2",9
"ENSMUSG00000027423",2.14160395145941e-17,1.24180580639927e-15,"Snx5",8
"ENSMUSG00000029915",2.27261670178262e-17,1.31280062154296e-15,"Clec5a",4
"ENSMUSG00000030688",2.31617850266474e-17,1.33232338766208e-15,"Stard10",7
"ENSMUSG00000031387",2.3238198622013e-17,1.33232338766208e-15,"Renbp",7
"ENSMUSG00000005566",2.37031458729182e-17,1.35390954112923e-15,"Trim28",9
"ENSMUSG00000021870",2.5023089891065e-17,1.4239905578157e-15,"Slmap",13
"ENSMUSG00000035208",3.04371438221288e-17,1.72086653620846e-15,"Slfn8",4
"ENSMUSG00000002014",3.04647786329039e-17,1.72086653620846e-15,"Ssr4",8
"ENSMUSG00000075415",3.06319734233711e-17,1.72394944545943e-15,"Fnbp1",9
"ENSMUSG00000001750",3.1618273823382e-17,1.77293969116605e-15,"Tcirg1",11
"ENSMUSG00000009995",3.5225209745103e-17,1.96798361597824e-15,"Taz",14
"ENSMUSG00000027669",3.56170456701162e-17,1.98263903679323e-15,"Gnb4",4
"ENSMUSG00000027201",3.58619808112971e-17,1.98904058789614e-15,"Myef2",9
"ENSMUSG00000071715",3.76649755560198e-17,2.08149980437383e-15,"Ncf4",6
"ENSMUSG00000026822",3.99034643235479e-17,2.19727421534126e-15,"Lcn2",5
"ENSMUSG00000000838",4.11907175708857e-17,2.2600268981187e-15,"Fmr1",12
"ENSMUSG00000052142",4.48152726295031e-17,2.45011497647298e-15,"Rasal3",9
"ENSMUSG00000026878",4.50299769902879e-17,2.45309212728586e-15,"Rab14",8
"ENSMUSG00000041528",4.85138357553183e-17,2.63350992107238e-15,"Rnf123",10
"ENSMUSG00000031310",5.138448742687e-17,2.77948315735168e-15,"Zmym3",15
"ENSMUSG00000055762",5.2302491151162e-17,2.81917793852812e-15,"Eef1d",13
"ENSMUSG00000034563",5.25026049799147e-17,2.82003465625451e-15,"Ccpg1",8
"ENSMUSG00000041740",5.63150704013839e-17,3.01423460735799e-15,"Rnf10",9
"ENSMUSG00000021877",5.79916865183406e-17,3.0931593631455e-15,"Arf4",4
"ENSMUSG00000032376",6.12998421996373e-17,3.25825689025017e-15,"Usp3",10
"ENSMUSG00000037058",6.31374298641398e-17,3.34431756526039e-15,"Paip2",7
"ENSMUSG00000004455",6.34015070466072e-17,3.34672506851539e-15,"Ppp1cc",9
"ENSMUSG00000033852",6.47288313231772e-17,3.40504793778418e-15,"Pla2g4b",9
"ENSMUSG00000026872",6.61809893039908e-17,3.46951569953935e-15,"Zeb2",12
"ENSMUSG00000038685",6.65946885040512e-17,3.47928836730381e-15,"Rtel1",17
"ENSMUSG00000068744",6.69456992498277e-17,3.48573049019171e-15,"Psrc1",10
"ENSMUSG00000040250",7.05229097325709e-17,3.65954136334303e-15,"4933424B01Rik",8
"ENSMUSG00000025907",7.17902703090813e-17,3.71272114152506e-15,"Rb1cc1",12
"ENSMUSG00000001786",7.5999100178103e-17,3.91715227449967e-15,"Fbxo7",7
"ENSMUSG00000001729",7.96371733764158e-17,4.0908921142489e-15,"Akt1",6
"ENSMUSG00000039768",8.31114180188349e-17,4.25508223087734e-15,"Dnajc11",10
"ENSMUSG00000024163",8.37179814208926e-17,4.27184953197008e-15,"Mapk8ip3",14
"ENSMUSG00000036246",8.94969084562624e-17,4.55155705863277e-15,"Gmip",9
"ENSMUSG00000032311",9.13692897651478e-17,4.63139433021484e-15,"Nrg4",6
"ENSMUSG00000029513",1.02757210817533e-16,5.19144350889372e-15,"Prkab1",9
"ENSMUSG00000031010",1.0514168438435e-16,5.29443718603823e-15,"Usp9x",7
"ENSMUSG00000021144",1.06974725551854e-16,5.36907901228781e-15,"Mta1",8
"ENSMUSG00000057672",1.08612432830583e-16,5.43346118225675e-15,"Pkn1",9
"ENSMUSG00000017119",1.09098082742388e-16,5.43997866651622e-15,"Nbr1",14
"ENSMUSG00000030035",1.10905629201462e-16,5.51215380459733e-15,"Wbp1",8
"ENSMUSG00000030824",1.13380114006636e-16,5.61690221751968e-15,"Nucb1",9
"ENSMUSG00000037443",1.32084827960257e-16,6.52243402069554e-15,"Ccdc21",5
"ENSMUSG00000034664",1.33390438307997e-16,6.56572614025344e-15,"Itga2b",8
"ENSMUSG00000025137",1.45687458340487e-16,7.14802439832106e-15,"Pcyt2",11
"ENSMUSG00000010110",1.46947268903584e-16,7.18680125359762e-15,"Stx5a",16
"ENSMUSG00000058392",1.50699809861184e-16,7.3468556985828e-15,"Rrp1b",11
"ENSMUSG00000058818",1.51218983535397e-16,7.34876253955508e-15,"Lilrb3",5
"ENSMUSG00000005982",1.53039206745782e-16,7.41368410400138e-15,"Nat15",10
"ENSMUSG00000032249",1.54891346756381e-16,7.47973733800216e-15,"Anp32a",8
