Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
amide biosynthetic process%GObp%GO:0043604,-0.7571753993464352,-2.471307045067742,0.0,0.0,481,16,Dalrd3;Tars;Rpl37;Rps21;Rpl37a;Rps20;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rpl35a;Rps26;Rpl22l1;Elane,Rpl37;Rps21;Rpl37a;Rps20;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rpl35a;Rps26;Rpl22l1;Elane
nitrogen compound metabolic process%GOmf%GO:0006807,-0.2720576503760462,inf,,0.0,2741,15,Trim12a;Psmb8;Rnf149;Trim34a;Dnase2a;Prkag2;Mycbp2;Maea;Mylip;Usp48;Rbck1;Hipk1;Smg1;Ctsg;Elane,Ctsg;Elane
translation%GObp%GO:0006412,-0.7279870974957522,-3.646868729889214,0.0,0.0,358,15,Dalrd3;Tars;Rpl37;Rps21;Rpl37a;Rps20;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rpl35a;Rps26;Rpl22l1,Rpl37;Rps21;Rpl37a;Rps20;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rpl35a;Rps26;Rpl22l1
structural molecule activity%GOmf%GO:0005198,-0.7425034804178219,-2.5430388679976472,0.0,0.0,611,17,Rpl7l1;Macf1;Rpl37;Rps21;Rpl37a;Rps20;Rpl34;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rps15a;Rpl35a;Rps26;Rpl22l1,Rpl37;Rps21;Rpl37a;Rps20;Rpl34;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rps15a;Rpl35a;Rps26;Rpl22l1
structural constituent of ribosome%GOmf%GO:0003735,-0.7929140136683049,-2.7538114037951944,0.0,0.0,165,16,Rpl7l1;Rpl37;Rps21;Rpl37a;Rps20;Rpl34;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rps15a;Rpl35a;Rps26;Rpl22l1,Rpl37;Rps21;Rpl37a;Rps20;Rpl34;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rps15a;Rpl35a;Rps26;Rpl22l1
ribosome%GOcc%GO:0005840,-0.7929140136683049,-3.7604514021605717,0.0,0.0,234,16,Rpl7l1;Rpl37;Rps21;Rpl37a;Rps20;Rpl34;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rps15a;Rpl35a;Rps26;Rpl22l1,Rpl37;Rps21;Rpl37a;Rps20;Rpl34;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rps15a;Rpl35a;Rps26;Rpl22l1
ribosomal subunit%GOcc%GO:0044391,-0.7771277070103203,-3.2600475781633755,0.0,0.0,192,15,Rpl7l1;Rpl37;Rps21;Rpl37a;Rps20;Rpl34;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rps15a;Rpl35a;Rps26,Rpl37;Rps21;Rpl37a;Rps20;Rpl34;Rpl39;Rps29;Rps28;Rps27l;Rpl28;Rpl41;Rps15a;Rpl35a;Rps26
response to stress%GObp%GO:0006950,0.4508207876984147,2.1039840191754267,0.0,0.0,3342,29,Ighm;Trim12a;Vldlr;H2-Eb1;Shisa5;Tspan32;H2-Ab1;Jun;Plek;H2-Q7;Calr;Edem2;Trim34a;Ccdc47;Phb;Zfp36;Macf1;Prkag2;Stat1;Laptm5;Rbck1;Hipk1;Smg1;Rpl39;Sem1;Rps27l;Txnip;Ctsg;Elane,Ighm;Trim12a;Vldlr;H2-Eb1;Shisa5;Tspan32;H2-Ab1;Jun;Plek;H2-Q7
response to stimulus%GObp%GO:0050896,0.4211840276132548,2.0876073114449203,0.0,0.0,9100,54,Ighm;Trim12a;Vldlr;Ltb;H2-Eb1;Shisa5;Tspan32;Jund;H2-Ab1;Jun;Plek;H2-Q7;H2-Q4;Rnf149;Ifi203;Calr;Ly6a;H2-Q6;Iqgap2;Gcnt2;Edem2;Nceh1;Gnb4;Ndrg1;Idi1;Trim34a;Ccdc47;Dock10;Phb;Zfp36;Dock8;Macf1;Prkag2;Ppp2r2a;Stat1;Scd2;Mycbp2;Mylip;Laptm5;H2-D1;Lfng;Selenot;Rbck1;Hipk1;Smg1;Mien1;Rpl39;Sem1;Rps27l;Rps15a;Txnip;Lgals1;Ctsg;Elane,Ighm;Trim12a;Vldlr;Ltb;H2-Eb1;Shisa5;Tspan32;Jund;H2-Ab1;Jun;Plek;H2-Q7;H2-Q4;Rnf149;Ifi203;Calr;Ly6a;H2-Q6;Iqgap2;Gcnt2;Edem2;Nceh1
plasma membrane%GOcc%GO:0005886,0.49551853203382135,2.2162508849828586,0.0,0.0,5541,31,Ighm;Vldlr;Ltb;H2-Eb1;Tspan32;H2-Ab1;Jun;Plek;H2-Q7;H2-Q4;Calr;Ly6a;H2-Q6;Nceh1;Gnb4;Pik3ip1;Ndrg1;Lman2;Phb;Sympk;Dock8;Macf1;Maea;Mylip;Laptm5;Slc39a10;H2-D1;Usp48;Gm2a;Mien1;Ctsg,Ighm;Vldlr;Ltb;H2-Eb1;Tspan32;H2-Ab1;Jun;Plek;H2-Q7;H2-Q4;Calr;Ly6a;H2-Q6;Nceh1;Gnb4;Pik3ip1;Ndrg1
